pizza_id,order_id
big_meat_s,134
southw_ckn_l,134
spinach_supr_s,134
veggie_veg_l,135
five_cheese_l,136
peppr_salami_s,136
mediterraneo_l,137
pepperoni_s,137
spicy_ital_m,137
cali_ckn_m,138
four_cheese_l,138
ital_veggie_l,138
sicilian_m,138
five_cheese_l,139
prsc_argla_s,140
veggie_veg_m,140
classic_dlx_m,141
green_garden_m,142
cali_ckn_s,143
classic_dlx_s,143
hawaiian_l,143
mexicana_m,143
pepperoni_l,143
prsc_argla_s,143
thai_ckn_l,143
veggie_veg_m,143
bbq_ckn_m,144
big_meat_s,144
cali_ckn_l,144
ckn_pesto_m,144
five_cheese_l,144
four_cheese_l,144
pep_msh_pep_s,144
southw_ckn_l,144
southw_ckn_s,144
spicy_ital_l,144
thai_ckn_m,144
veggie_veg_l,144
the_greek_s,145
cali_ckn_l,146
four_cheese_m,146
hawaiian_m,146
the_greek_xl,147
mediterraneo_s,148
spinach_fet_m,149
pepperoni_m,150
southw_ckn_l,151
spinach_supr_s,151
hawaiian_s,152
spinach_fet_l,152
thai_ckn_s,152
the_greek_m,152
mexicana_m,153
prsc_argla_s,154
ckn_pesto_s,155
napolitana_l,155
pepperoni_l,155
peppr_salami_l,155
napolitana_m,156
thai_ckn_l,156
ital_supr_l,157
mediterraneo_m,157
sicilian_m,157
spin_pesto_m,157
ital_veggie_m,158
thai_ckn_m,158
four_cheese_l,159
thai_ckn_m,159
classic_dlx_m,160
hawaiian_s,161
spicy_ital_m,161
the_greek_xl,161
big_meat_s,162
hawaiian_m,163
pepperoni_l,163
the_greek_m,163
cali_ckn_l,164
pepperoni_m,164
prsc_argla_m,165
prsc_argla_s,166
bbq_ckn_l,167
ital_supr_m,167
pepperoni_m,167
big_meat_s,168
veggie_veg_m,168
four_cheese_l,169
ital_cpcllo_s,169
sicilian_m,169
hawaiian_l,170
napolitana_m,171
napolitana_s,172
spinach_supr_m,172
thai_ckn_l,172
cali_ckn_m,173
classic_dlx_m,173
veggie_veg_l,173
big_meat_s,174
cali_ckn_l,174
cali_ckn_m,174
ital_cpcllo_m,174
ital_supr_l,175
cali_ckn_l,176
peppr_salami_m,176
napolitana_s,177
thai_ckn_l,177
peppr_salami_l,178
hawaiian_l,179
sicilian_m,179
veggie_veg_s,179
classic_dlx_l,180
prsc_argla_l,180
mexicana_l,181
brie_carre_s,182
peppr_salami_l,182
napolitana_m,183
spin_pesto_l,183
spin_pesto_s,183
hawaiian_l,184
sicilian_m,185
spin_pesto_s,185
mexicana_l,186
southw_ckn_l,186
spin_pesto_l,186
thai_ckn_l,186
five_cheese_l,187
spin_pesto_l,187
five_cheese_l,188
pepperoni_s,188
peppr_salami_l,188
big_meat_s,189
thai_ckn_s,189
bbq_ckn_l,190
four_cheese_m,190
pep_msh_pep_s,190
prsc_argla_l,190
cali_ckn_l,191
ckn_alfredo_m,191
sicilian_s,192
southw_ckn_l,192
big_meat_s,193
cali_ckn_m,193
ckn_alfredo_l,193
bbq_ckn_s,194
bbq_ckn_l,195
sicilian_s,196
spicy_ital_m,196
veggie_veg_m,196
four_cheese_l,197
ital_cpcllo_l,197
ital_veggie_l,197
soppressata_l,197
big_meat_s,198
ckn_alfredo_l,198
ckn_alfredo_m,199
the_greek_xl,200
calabrese_m,201
ckn_pesto_l,201
ital_supr_l,201
the_greek_xl,201
cali_ckn_s,202
cali_ckn_l,203
ital_veggie_m,203
pep_msh_pep_l,203
the_greek_s,203
spicy_ital_l,204
cali_ckn_s,205
ckn_alfredo_m,205
prsc_argla_s,205
napolitana_m,206
pepperoni_s,206
spicy_ital_l,206
spicy_ital_l,207
bbq_ckn_l,208
bbq_ckn_s,208
ckn_alfredo_m,208
pepperoni_m,208
the_greek_m,208
cali_ckn_l,209
spinach_fet_s,210
pepperoni_s,211
ital_cpcllo_l,212
four_cheese_l,213
ital_cpcllo_l,214
ital_supr_m,214
mexicana_s,214
spin_pesto_m,214
green_garden_s,215
bbq_ckn_m,216
five_cheese_l,216
hawaiian_l,216
classic_dlx_m,217
spinach_fet_s,217
spicy_ital_m,218
bbq_ckn_l,219
five_cheese_l,219
peppr_salami_m,219
spinach_fet_m,219
hawaiian_s,220
ital_cpcllo_s,220
napolitana_l,220
spicy_ital_l,220
five_cheese_l,221
prsc_argla_m,221
the_greek_s,221
four_cheese_l,222
sicilian_s,222
pep_msh_pep_s,223
ckn_alfredo_s,224
ital_supr_m,224
napolitana_m,224
thai_ckn_l,224
bbq_ckn_l,225
bbq_ckn_m,225
southw_ckn_s,225
classic_dlx_l,226
bbq_ckn_m,227
the_greek_m,227
ital_veggie_s,228
ital_veggie_l,229
prsc_argla_l,229
spin_pesto_s,229
thai_ckn_m,230
cali_ckn_l,231
napolitana_s,231
prsc_argla_s,231
bbq_ckn_m,232
spinach_supr_l,232
spinach_fet_s,233
ckn_alfredo_m,234
ital_supr_s,234
napolitana_m,234
cali_ckn_m,235
classic_dlx_l,236
green_garden_m,236
green_garden_s,237
spin_pesto_l,238
ital_supr_l,239
thai_ckn_m,239
four_cheese_m,240
sicilian_m,241
spinach_supr_l,241
calabrese_m,242
thai_ckn_l,242
veggie_veg_m,242
classic_dlx_l,243
spinach_supr_s,243
ital_supr_s,244
spicy_ital_l,244
bbq_ckn_l,245
ckn_pesto_l,245
ckn_alfredo_m,246
pepperoni_l,246
hawaiian_m,247
sicilian_m,247
spinach_supr_s,247
hawaiian_s,248
thai_ckn_l,248
bbq_ckn_l,249
calabrese_s,249
four_cheese_m,250
mexicana_m,251
prsc_argla_m,252
brie_carre_s,253
bbq_ckn_l,254
brie_carre_s,254
five_cheese_l,254
five_cheese_l,255
green_garden_m,255
hawaiian_l,255
spinach_fet_m,255
pep_msh_pep_l,256
cali_ckn_l,257
ckn_alfredo_l,257
classic_dlx_m,258
pepperoni_l,259
five_cheese_l,260
the_greek_l,260
brie_carre_s,261
cali_ckn_m,262
spin_pesto_l,263
mexicana_m,264
ckn_alfredo_m,265
mexicana_l,265
sicilian_m,265
spicy_ital_l,265
peppr_salami_m,266
four_cheese_l,267
mediterraneo_l,267
napolitana_s,267
ital_supr_l,268
pepperoni_s,268
ckn_alfredo_m,269
southw_ckn_l,270
spin_pesto_l,270
thai_ckn_l,270
big_meat_s,271
cali_ckn_m,271
ckn_alfredo_m,271
ckn_pesto_l,271
classic_dlx_m,271
ital_supr_m,271
sicilian_s,271
soppressata_m,271
southw_ckn_m,271
the_greek_s,271
ital_supr_m,272
soppressata_s,273
four_cheese_l,274
thai_ckn_l,274
classic_dlx_l,275
five_cheese_l,275
pepperoni_s,275
sicilian_m,275
five_cheese_l,276
spicy_ital_l,276
four_cheese_m,277
ital_veggie_m,278
southw_ckn_l,278
cali_ckn_m,279
ckn_alfredo_m,279
prsc_argla_m,280
veggie_veg_m,280
sicilian_s,281
classic_dlx_s,282
five_cheese_l,282
peppr_salami_l,282
spin_pesto_l,282
napolitana_m,283
four_cheese_m,284
hawaiian_s,284
napolitana_m,284
prsc_argla_l,285
ital_supr_m,286
peppr_salami_l,286
ital_supr_m,287
pep_msh_pep_m,287
pepperoni_m,287
sicilian_s,287
brie_carre_s,288
prsc_argla_l,288
spinach_supr_l,288
five_cheese_l,289
classic_dlx_s,290
veggie_veg_m,290
bbq_ckn_l,291
ckn_alfredo_m,291
four_cheese_m,291
spin_pesto_m,292
spinach_fet_l,292
classic_dlx_s,293
ital_veggie_s,293
bbq_ckn_m,294
ital_supr_l,294
thai_ckn_l,294
cali_ckn_m,295
green_garden_s,296
ital_cpcllo_s,296
thai_ckn_m,296
southw_ckn_m,297
cali_ckn_m,298
cali_ckn_s,298
ckn_alfredo_m,298
classic_dlx_s,298
classic_dlx_s,299
spinach_fet_m,299
big_meat_s,300
ital_cpcllo_s,300
ital_veggie_s,300
spinach_supr_s,300
napolitana_l,301
peppr_salami_l,302
big_meat_s,303
ital_cpcllo_m,303
pepperoni_s,303
hawaiian_s,304
mexicana_l,304
pepperoni_l,305
sicilian_s,305
spicy_ital_m,305
big_meat_s,306
hawaiian_s,306
napolitana_m,306
classic_dlx_l,307
thai_ckn_m,307
hawaiian_l,308
pep_msh_pep_l,308
thai_ckn_s,308
five_cheese_l,309
peppr_salami_m,309
hawaiian_s,310
thai_ckn_s,310
sicilian_l,311
big_meat_s,312
brie_carre_s,312
ckn_alfredo_m,312
sicilian_m,312
classic_dlx_m,313
calabrese_m,314
five_cheese_l,314
green_garden_m,314
hawaiian_m,314
veggie_veg_m,314
classic_dlx_m,315
hawaiian_s,316
ital_supr_m,316
cali_ckn_s,317
classic_dlx_m,317
four_cheese_l,317
hawaiian_s,317
pep_msh_pep_l,317
prsc_argla_s,317
spinach_fet_s,317
ital_cpcllo_l,318
mexicana_l,318
soppressata_s,318
spicy_ital_l,318
ital_supr_m,319
cali_ckn_m,320
ckn_pesto_l,320
ital_supr_l,321
cali_ckn_l,322
ckn_pesto_l,322
classic_dlx_s,322
thai_ckn_l,322
classic_dlx_m,323
five_cheese_l,324
classic_dlx_s,325
veggie_veg_s,325
cali_ckn_m,326
spinach_supr_l,326
classic_dlx_m,327
mediterraneo_l,328
spicy_ital_l,329
spinach_supr_m,329
big_meat_s,330
ckn_alfredo_m,330
classic_dlx_m,330
classic_dlx_s,330
five_cheese_l,330
four_cheese_l,330
hawaiian_l,330
pep_msh_pep_l,330
peppr_salami_s,330
sicilian_l,330
spicy_ital_l,330
spicy_ital_m,330
spinach_fet_l,330
the_greek_m,330
prsc_argla_m,331
sicilian_m,332
southw_ckn_l,332
thai_ckn_m,332
ckn_alfredo_m,333
calabrese_l,334
pepperoni_m,334
southw_ckn_m,334
thai_ckn_l,334
mediterraneo_l,335
prsc_argla_l,336
hawaiian_l,337
pepperoni_l,337
mexicana_l,338
thai_ckn_l,338
the_greek_xl,338
spicy_ital_m,339
peppr_salami_s,340
bbq_ckn_m,341
pepperoni_s,341
sicilian_l,342
southw_ckn_l,342
five_cheese_l,343
four_cheese_m,343
ital_cpcllo_m,344
peppr_salami_s,345
spinach_fet_s,345
green_garden_s,346
hawaiian_s,346
ital_cpcllo_l,346
napolitana_s,346
spinach_fet_l,347
thai_ckn_l,347
veggie_veg_m,347
classic_dlx_m,348
thai_ckn_l,348
thai_ckn_s,348
pepperoni_l,349
classic_dlx_l,350
pepperoni_m,350
spicy_ital_s,350
big_meat_s,351
hawaiian_m,351
big_meat_s,352
ital_cpcllo_l,352
bbq_ckn_l,353
cali_ckn_l,353
prsc_argla_s,353
green_garden_s,354
veggie_veg_l,354
ckn_alfredo_m,355
ital_supr_m,355
ckn_alfredo_m,356
cali_ckn_l,357
southw_ckn_s,357
spinach_fet_s,357
ital_supr_m,358
green_garden_m,359
thai_ckn_l,359
bbq_ckn_l,360
green_garden_s,360
hawaiian_s,360
big_meat_s,361
ital_cpcllo_s,361
bbq_ckn_m,362
mexicana_l,362
mediterraneo_l,363
mexicana_l,363
ital_supr_m,364
the_greek_xl,364
four_cheese_m,365
mediterraneo_l,365
pepperoni_m,365
ital_cpcllo_l,366
hawaiian_l,367
spinach_fet_m,367
spin_pesto_m,368
thai_ckn_l,368
spinach_fet_m,369
four_cheese_l,370
hawaiian_s,370
pepperoni_m,371
spinach_fet_s,372
ckn_pesto_s,373
classic_dlx_m,373
sicilian_l,373
big_meat_s,374
ckn_alfredo_m,374
peppr_salami_s,374
mexicana_m,375
the_greek_xl,376
veggie_veg_l,376
hawaiian_m,377
thai_ckn_l,377
ital_veggie_s,378
thai_ckn_l,379
calabrese_m,380
cali_ckn_m,380
southw_ckn_m,381
thai_ckn_s,382
veggie_veg_m,382
spicy_ital_m,383
hawaiian_s,384
ital_cpcllo_m,384
mediterraneo_m,384
the_greek_s,384
veggie_veg_l,385
ital_veggie_s,386
soppressata_m,386
thai_ckn_m,386
bbq_ckn_s,387
big_meat_s,387
ckn_pesto_m,387
five_cheese_l,387
pepperoni_s,387
spicy_ital_l,387
spinach_fet_s,387
bbq_ckn_s,388
ckn_alfredo_m,388
mediterraneo_m,388
veggie_veg_s,388
spin_pesto_l,389
pep_msh_pep_l,390
the_greek_m,391
big_meat_s,392
calabrese_s,392
cali_ckn_l,392
pepperoni_s,392
prsc_argla_l,392
sicilian_l,392
soppressata_l,392
spicy_ital_l,392
green_garden_s,393
hawaiian_l,393
big_meat_s,394
ckn_pesto_s,394
hawaiian_l,394
hawaiian_s,394
pep_msh_pep_l,394
pepperoni_m,394
pepperoni_s,394
sicilian_l,394
spicy_ital_l,394
spin_pesto_s,394
thai_ckn_l,394
veggie_veg_s,394
napolitana_m,395
spinach_fet_s,396
five_cheese_l,397
hawaiian_l,397
pepperoni_m,397
pepperoni_s,398
bbq_ckn_m,399
cali_ckn_l,399
four_cheese_m,399
the_greek_m,399
pepperoni_m,400
thai_ckn_l,400
veggie_veg_m,401
four_cheese_l,402
ital_supr_m,402
bbq_ckn_s,403
classic_dlx_l,403
prsc_argla_s,403
ckn_pesto_l,404
sicilian_l,405
ckn_alfredo_m,406
classic_dlx_m,406
ital_veggie_s,406
cali_ckn_m,407
classic_dlx_l,407
pepperoni_m,407
brie_carre_s,408
peppr_salami_m,408
pepperoni_l,409
big_meat_s,410
mediterraneo_m,410
the_greek_xl,410
ital_supr_m,411
southw_ckn_l,411
brie_carre_s,412
spinach_supr_m,412
the_greek_s,413
classic_dlx_s,414
five_cheese_l,414
ital_supr_m,414
cali_ckn_s,415
spinach_fet_l,416
pepperoni_s,417
ckn_pesto_m,418
sicilian_m,418
bbq_ckn_l,419
hawaiian_l,419
ital_veggie_m,419
veggie_veg_s,419
five_cheese_l,420
pep_msh_pep_s,420
bbq_ckn_l,421
calabrese_l,421
ckn_pesto_s,421
four_cheese_l,422
ital_supr_m,422
spinach_fet_m,422
ital_supr_l,423
sicilian_s,423
pepperoni_m,424
soppressata_m,425
classic_dlx_m,426
sicilian_s,426
soppressata_m,426
spinach_fet_l,427
calabrese_l,428
ital_cpcllo_s,428
spicy_ital_m,429
green_garden_m,430
sicilian_s,430
big_meat_s,431
ckn_alfredo_s,431
four_cheese_l,431
hawaiian_l,431
ital_cpcllo_s,432
thai_ckn_l,432
veggie_veg_s,432
spicy_ital_l,433
napolitana_m,434
spicy_ital_l,434
veggie_veg_l,434
classic_dlx_m,435
pep_msh_pep_m,435
spinach_supr_s,435
classic_dlx_l,436
ital_supr_m,436
pep_msh_pep_s,436
peppr_salami_s,436
bbq_ckn_m,437
veggie_veg_m,438
ckn_alfredo_m,439
